Comment	sentiment
Menurut saya LGBT bukan kelainan. LGBT comunity mendapat kepribadian itu dari Tuhan. banyak yg bilang kalau sudah ada yg namanya LGBT bakalan kiamat, nenurut saya tidak. The world is not ending, its just changing ☺	
Jadi kita membenci orang LGBT yg secara sains dibuktikan bukanlah kelainan melainkan sangat alami (1/8 dari populasi manusia dilahirkan LGBT), bahkan lebih alami dari anak kidal (1/50 dr populasi), dan alasan membencinya adalah karena agama yang berdasarkan 2 kitab yg ditulis ribuan tahun lalu yang satunya menuliskan bahwa matahari terbit dari timur ke barat lalu dari barat ke timur, dan kitab yang satu lagi menganggap memstruasi itu najis (yang juga dibuktikan sains sebagai proses yang sangat natural)? Really?	
saya tinggal di bali dan saya lumayan sering menemukan pasangan LGBT, menurut saya, selama LGBT itu tidak mengganggu itu tidak masalah buat saya, dan jika saya memiliki anak LGBT yaa saya menerima, karena apapun itu selama itu baik dan dia tidak membohongi saya, itu tidak masalah	
&quot;Saya ingin tau, saya cari tau sendiri.&quot;<br>How good she is.	
Whaaattt?!! Sacha pernah jd ninja? 😮 Ga nyangka.. baguslah skrg udah tobat. Wkwkwkwkkw	
Sebenernya sih aku jg.. tp keluarga aku masih sayang dan care sama aku... i love my family~	
Bnyk homopobic anjir untung gua fujoshi:&gt;	
Bukannya orang Indonesia itu bego atw gak open minded, tpi karna LGBT itu adalah dosa besar dlm Islam. Kt hnya mau taat sama aturan yg sdh ditetapkan oleh Allah sang pencipta manusia, alam smesta bserta isinya. Dlm islam, kt punya kewajiban untuk berdakwah, mencegah dari kemunkaran dan menyeru kpda kebaikan. Klw kt tdk berbuat demikian maka ktika Allah datangkan azab karena perbuatan dosa2 besar yg orang lain tdi maka kt smua akan ikut trkena azab dri Allah pdhal kt tdk melakukan perbuatan trsebut. Di dlm Alqur&#39;an Allah sdh gambarkan betapa ngerinya azab yg Allah berikan kpda kaum Nabi Luth (para pelaku LGBT) dgn membalikkan kota trsebut dlm wktu 1 mlm. Pd masa kejayaan islam di masa kekhalifahan para sahabat Rasulullah, pelaku LGBT dihukum mati dan dilakukan di dpan khalayak umum agar menjadi plajaran bagi yg lain. LGBT itu bukanlah kodrat, tpi penyakit. Jdi sbenarnya bisa smbuh atw trhindar apabila kt mnghindari hal2 yg dpat memicu trjadinya hal trsebut, sperti tdr 1 selimut dan menampakkan batasan aurat yg tdk sehrusnya tampak pd sesama jenis. Jdi memang kt tdk membenci si pelaku LGBT secara mutlak kok, tpi kt membenci sikapnya dan klw mreka mw brubah ya pasti kt akan welcome kok tpi memang untuk mnyembuhkn orang2 sperti ini butuh penanganan khusus. Jdi smua sikap yg kt ambil harus brdasarkan pandangan Islam. Wallalu&#39;alam	
<a href="https://www.youtube.com/watch?v=OYS13_-Gvz4&amp;t=5m36s">5:36</a> - <a href="https://www.youtube.com/watch?v=OYS13_-Gvz4&amp;t=5m39s">5:39</a><br>&quot;ndak, ndak terima... saya masukin pesantren lah&quot;<br><br><br>w- wait, bukannya pesantren itu..... sejenis dalam satu dormitory<br><br><br>hmmmmmmm	
Sedih banget.. di sini masih ada aja yg mendiskriminasi LGBT. Kalau gak suka seharusnya jangan dijauhi. Tapi musti dirangkul. Gak usah sok jijik gitu.  😭😭	
Belum baca Ampe selesai? No Comment Yang Komen Sebelum Baca Sampe Selesai Gw Bunuh<br>G gw Bacok:&#39;v<br>Gw aja punya temen Yang Suka Sesama Jenis But Anehnya Mereka Gatau Apa yang dimaksud dengan kata &quot;Homo&quot; LoL:&#39;/<br><br>Temen gw Banyak Kea Gitu LoL<br>Tapi Malahan Orang Yang LGBT itu orang yg baik hmm :&#39;v <br>Katanya Berbeda Tapi Tetap Satu Jua Tapi Koo?:&#39;v<br>Dasar Gublug😂<br><br>Ngehate Orang LGBT Kha?:&#39;v<br><br>Lu Cari Di Alkitab ataupun Al Qur&#39;an Gak Bakal Lu Nemuin Kata Kata <br>&quot;Bencilah orang orang LGBT&quot; LoL<br><br>&quot;Neraka? Itu Urusanku, Surga? Belum Tentu Milikmu&quot; Hm:&#39;v<br><br><br><br>Aneh Sekali Hidup Orang Lain Udah Diurusin Hidup Dirinya Sendiri Gimana?:&#39;v Mau Lu Biarin? Ngehina Orang Lain Aja Kerjaannya <br><br>&quot;Penyakit?&quot; Hello Emang Lu Dulu LGBT yang ke rumah sakit lalu sembuh? LoL<br><br>&quot;Hidupku adalah hidupku hidupmu adalah hidupmu, jangan mengurus hidup orang lain kalau hidupmu sendiri belum benar&quot;<br><br>Aneh? Emang Karena Ciptaan Tuhan Ga ada Yang Sempurna, Situ Lu G Sempurna Ngehina Orang Ga Sempurna <br><br>Takut Diajak Homo/Lesbi? Geer Amat Luh, Ya Kali Lu Mau Tapi Lu Malu Ngakunya XD🤣<br><br>Yang zina di luar nikah? Gw Denger Temen Gw Aja Bilang Kalau Zina Di Luar Nikah Itu &quot;Pemersatu Bangsa&quot; Ealah goblok otaknya perlu di update<br><br>Menular? Selama lu ga tertarik ga akan nular ke lu tolol<br><br>Hidup orang lain di komen hidup lu sendiri gimana tjug:&#39;v	
YO GUYS,  THEY GAVE THEIR OPPINION AND YOU SHOULD RESPECT IT.  Jangan malah ngatain mereka juga walaupun mereka salah dan ga terlalu mengerti dengan hal2 beginian.	
Seorang perempuan berteman dgn seorang lelaki, terus laki laki tersebut bakal jadi perempuan gitu? Nggak kan? Ya udah, sama aja kyk org LGBTQ+, ya orientasi seksualnya udah kyk gitu, kita gak bisa ubah mereka. Toh itu hidup mereka, bukan hidup kita. Pernikahan anak dibawah umur dibolehkan, tapi pernikahan sesama jenis dua orang dewasa dgn pikiran yg sudah matang itu tidak diperbolehkan?	
Org bnyk yg takut temenan ama org lgbtq+ karna takut mslhnya panjang? Let me guess lu takut org itu suka ama lu? emg lu dh sekeren apa sih smpe kawan lu sndiri suka ama lu? Mereka jg punya selera kali wkkw	
Aku takut kasih tau keluarga gw kalau aku itu gay dan transgender...	
Saya ga merasa terganggung malah jiwa saya merasa perlu untuk menolong mereka , menolong untuk keluar dari kehidupan itu . Sama halnya ketika orang lain bilang 2+2=5 maka saya akan memberitahu sebenarnya bahawa 2+2=4 . Karena saya mencoba peduli sesama, bukan memaksa orang lain ikut jalan pikir saya.<br>Manusia ditakdirkan saling mengingatkan dan memberitahu.	
emangnya seburuk itu ya kaum lgbt dimata para hetero kyanya mereka ditdk seperti itu cma kalian aja yg tdk mau mengerti dan mendekatkan diri dgn keadaan mereka.😶😶😶😶	
In my opinion LGBT itu nyalahin kodrat manusia ya + udah gak masuk di akal gitu bisa kayak gitu. Di salah satu sumber ada vidionya juga LGBT itu ada setelah adanya banyak crop circle.di sumber tersebut cropcircle itu suatu sinyal kepada semua setan/jin/iblis dan beberapa penyihir dari bangsa manusia agar menyebar hubungan antar sesama jenis. Nah dari situ mulai banyak lgbt mulai menyebar. NoHate 🙏	
Akan muncul kiamat sejagat bila LGBT dihalalkan, dan tandanya sudah muncul sekarang, ketika orang2 menganggap itu hal yg wajar. Sejatinya orang yg nganggap lgbt wajar, bisa diterima akal artinya imannya kurang kuat. Bila anak kita ternyata lgbt, berilah dukungan moral dan bimbingan rohani, bukannya mendukung pikirannya utk mendukung lgbt. Utk seseorang yg lgbt, coba renungkanlah kembali tindakan anda. Tiada penyesalan sebelum terlambat..	
setuju sama sacha ya tugas kita kan ingetin aja dia mau terima apa ga ya kan nanti urusan dia di akhirat pada akhirnya kan kita bertanggung jawab atas kelakuan kita sendiri	
saya Muslim,saya bersedia berteman dengan LGBT,gak nular kok,adalah hak sepenuhnya diri kita ,kita mau jadi apa,jadi siapa berbuat apa,asalkan kita siap dengan segala konsekuensinya.	
hahaha.. lgbt minta dimanusiawikan.. aku straight udah belasan kali dijebak lgbt.. serius kesaksianku ini ga bohong.. lgbt suka maksa straight.	
di islam jika anak melakukan dosa maka dosa anak itu akan memberatkan orang tuanya untuk meninggal dan dosa si anak juga dosa orang tuanya why ? karena di islam orang tua seharusnya mendidik anaknya lebih baik dari siapapun dan di arab lgbt dihukum mati dan dipancung kepalanya<br>kami tidak takut akan adanya lgbt tp menurut sy lgbt harus diberlakukan hukuman mati karena akan merusak generasi penerus bangsa	
kasihan Sacha Stevenson capek2 ketik warning masih aja banyak org debatin. dah deh yg ga sepikiran sama Sacha ga usah ditonton. pendapat masing2 aja lah ga usah maksain pendapat sendiri. ga ada yg maksa jg harus nonton ini video kan? setuju oke ga setuju oke. ga usah dipermasahin beginian lah. ribet amat rasanya	
What ? Klo anaknya lesbi mau di kasihkan dengan gampangnya ke orang lain? Wow calon bapak macam apa yg pakai uniform chef tu 🖕 gk ada sifat kemanusiaannya. Rendah bgt di mata gw tu org,	
kalo aku sih terima siapapun yg ada di lingkungan aku krn masalah gay/lesbian itu memang sdh urusan mereka masing2.. selama mereka ga ganggu kita knp kita ga mau berteman sm mereka? dan kalo kita ikut2an mereka itu bukan salah mrk tp salah kita krn kita sendiri yg sdh melewati batas diri kita masing2..	
Toleransi itu membiarkan, bukan ikut ikutan. Pokoknya asal tau batas sajalah, its all good	
Awalnya emang jijik sama LGBT. Tapi coba dipikir lagi deh. Masih ingat enggak sama kasus orang-orang terkena HIV/AIDS yang dijauhin karena jijik? Ya mereka menyebar virus mereka di mall memakai jarum jahit karena ingin diterima. Nah sekarang gimana kalau mereka yang LGBT diperlakukan yang sama? Mungkin bisa jadi akan ada pemerkosaan sesama jenis dimana mana. Sebelum itu terjadi mungkin akan ada baiknya kalau kita beri pengertian pelan-pelan dari pada kita jijik dan judge mereka dengan kata &quot;menyimpang&quot;	
kayanya y komen soal LGBT belum pada punya anak yah? nikah dulu dan punya anak gih.. baru tau rasanya khwatir setengah mati ngejagain anak dengan pengaruh dunia y kaya gini... gw sendiri ga keganggu sama LGBT tp pas udh punya anak ke sininya makin worry dengan adanya LGBT y marak kaya gini... sayang bro sis , kalian gbs menghasilkan keturunan... nikah itu nikmat dunia akhirat apalg menghasilkan keturunan.. dan katanya open minded tp mostly dr mereka klo d nasehati marah.. :))	
saya doakan.. semoga yang dukung LGTB (khususnya yg dukung pernikahan sesama jenis).. mempunyai keturunan LGTB juga.. !!! Amin.. Amin.. Amin	
Mindset rusak dibela, cinta dijadiin alasan sampe rela menyebrang ke arah yang di luar akal sehat. Hei manusia itu ada miliaran, masa dari segitu banyak gak ada satupun dari lawan jenis yang masuk kategori Cinta elo?<br>MALU men sama orang tua lo yang udah nemuin cinta sejatinya.	
Sekedar sharing. Saya tinggal di negara yang mayoritas atheist, gamau punya anak, dan gay and lesbian tersebar luas disini. Pertama kali saya kesini, pastinya kaget, dimana-mana saya liat cowo sama cowo, cewe sama cewe gandengan mesra. Bahkan, di kelas pun begitu. Risih sih engga, yang penting mereka baik sama saya, dan mereka ga nganggep saya lesbian juga. :)<br>Tapi saya heran di video ini, kenapa Sacha bilang dosa anak gakan ditanggung orang tua? Setahu saya, dosa anak perempuan ikut ditanggung ayahnya, dosa istri ikut ditanggung oleh suaminya. Isn&#39;t it? However, saya pingin anak saya bukan LGBT, why? karena saya ingin saya dan generasi penerus saya berkumpul di surga, dan lagi kalau kita LGBT, punya anak dari mana? Apa nanti gakan makin memperparah child trafficking?	
bagaimana kalo kita kumpulkan para lgbt di suatu tempat lalu biar sama allah di azab	
apakah being an lgbt is a sin? well, maybe yes. Every religion were against that<br>apakah membenci, menghina2 orang, nge-anjing2in orang, bahkan planning to perish all of them is a good thing? no, every religion were against that.<br>It&#39;s a neverending cycle. Mau lu ngebacot dan ngebela diri ampe Tuhan bikin manusia ampe mereka punah untuk yang ke-2 kalinya lagi juga ga bakal tuntas nih masalah. Udah, bertapa dulu kalian cari kebenaran yang ilahi di dunia ini.<br>Gw pribadi gw ga masalah dengan keberadaan temen2 LGBT, faktanya gw kenal 3 orang yg termasuk kaum LGBT (3-3nya cowok, yang satu gay, 2 lagi bi), apakah mereka adalah orang yang over-persuasif dan demen narik orang ke dunia mereka? NGGAK. SAMA SEKALI. In fact, 1 diantara mereka bikin gw nyaman kalo gw curhat sama dia pas SMA karena dia pendengar yang baiiiiik banget. Gw baru akan merasa terganggu sama mereka kalo mereka (misalnya) tukang klepto, ga make otak dalam segala hal, dll pokonya kayak gw gasuka sama orang yang straight. Disitu gw merasa terganggu. Termasuk PDA (public display affection) yang lebay. Not because they are gay, tapi gw juga kalo ngeliat pasangan straight nge-PDA ampe lebay gw juga risih (dan iri karena gw jomblo..... okay gw jadi curhat). Sekali lagi, gw ga anti, maupun pro. Gw cuma capek ngeliat orang ngebacot makanya gw cenderung netral.<br>Oiya, dan kalo lo ternyata temenan sama mereka dan mereka &quot;narik&quot; lo, lo bisa kan kasitau mereka secara baik-baik dan manusiawi kalo kita ga mau berhubungan dengan mereka secara lebih dari teman? Kalo temen LGBT lo ini keterlaluan dan keukeuh pengen &quot;narik&quot; lo? Cuy, kalo mereka cukup dewasa mereka bakal ngehargain keputusan lo, kok	
mbak bule,<br>mohon tidak membandingkan antara agama dan kepercayaan dengan LGBT seperti yang mbak bule kemukakan melalui perumpamaan memakai hijab dan menjadi muslim dengan pendapat orang tua anda. <br>saya bukan bermaksud menghujad atau menggurui,  namun dua hal tersebut sangat jauh berbeda. <br><br>jika kluarga anda tidak terima jika anda jadi muslimah,  mohon di tanya kan kenapa?? <br>apakah menjadi seorang muslim dan muslimah adalah hal yg mengerikan. semoga anda benar2 mengenal islam yg sebenarnya (muslim bukan teroris,  politik yg membuat ny demikian).<br><br>dan jika anda menjadi LGBT,  dimana letak manfaatny, dimana letak kemanusiaan ny..??<br><br>jika anda ingin membela LGBT bantu mereka sembuh bukan dengan mendukung gerakan ny.	
Kawan-kawan yg gue hormati dan cintai, menerima kawan-kawan kita yg LGBT bukan berarti kita mendukung LGBT bro, gue setuju sama apa yg dibilang sama Sacha kalo kita itu harus jadi ten times more beautiful from others, gue sadari gue ga begitu paham dengan islam, walaupun gue seorang muslim hehe, tapi gue yakin setiap agama mengajarkan kasih sayang. Its true that in Islam, homosexual is haram, tapi bukan berarti kita harus anti dengan homosexual, kita rangkul mereka, kita terima mereka, perlakukan mereka seperti biasa, dan gue yakin dengan berjalannya waktu setiap manusia, yaitu kita, akan sadar apa tujuan kita ada di dunia. Karena homosexual in the first place, they are just a human like us. Gue suka bgt sm video ini, mudah mudahan apa yg dimaksud sama Sacha bisa dipahami sama kita semua. Salam persatuan !!	
Tuhan menciptakan Adam dan Hawa, bukan Adam dan Ipul :)	
Funny. Kalo LGBT pada berkoar koar dosa tapi banyak liat orang kerudungan pacaran. Banyak orang islam melakukan hubungan diluar nikah. Gosip. Pamer di sosial media. Bukan kah ini dosa juga? Kenapa pacaran gak dilarang aja sudah jelas2 Zinah itu dosa besar. Tapi kalo tau ada temannya yang bersetubuh diluar nikah pada biasa aja kayanya. Gak akan dijauhin atau dihujat. People hate on what they don&#39;t understand its truly sad.	
komen2nya pake bahasa yg ketinggian buat gue, ga sanggup nangkepnya. gampang aja sih kalo ada tetangga, temen, ato anak yg LGBT, ajakin main, jalan2, nonton bioskop biar GA BT lagi	
Islam mengajarkan berfikir dg akal sehat,. logic dan rasional. Aturan dalam islam  walau strick tapi rasional, memuaskan akal dan mengandung mamfaat, mencegah manusia berdiri di tepi lembah kehancuran. <br><br>Jangan jadi muslim yg kolot, kalau sudah kolot maka tidak bisa membaca situasi dan menganalisa  fakta yg ada, akhirnya bosan dan meledak, dilepaslah aturan dan cara hidup islam tsb. <br><br>soal LGBT, tidak ada yg mengganggu LGBT di indonesia. orang indonesia sudah bagus toleran2. Ga perlu di kasih tau tentang toleransi. Salah alamat kalo dikasih tau ke orang Indonesia. Mending urusin countryman kamu aja yg sering punya masalah isu rasial. <br><br>Terganggu dan takut itu dua hal yg berbeda,  kamu lagi makan terganggu dg pengemis yg menghampiri. Bukan berarti takut dg pengemis. <br>Orang normal terganggu dg LGBT itu kalau mereka menampakkan ke-LGBT-an nya dihadapan mereka, saya rasa itu normal psikologis manusia. Tindakan yg bertentangan dg prinsip mereka di hantapkan dihadapan mereka, pasti terganggu lah. Apalagi kalau sampai mempromosikan, kaya yg sacha lakukan sekarang.	
Rata-rata orang itu takut sama hal yang belom dia ketahui. In this case, maybe you could do some research about LGBT. As far as I know, LGBT itu bukan penyakit. Oke, ada yang bilang itu penyakit kejiwaan, ada pula yang bilang itu bukan penyakit. Bagi beberapa orang yang bilang &quot;Yang straight aja bisa jadi gay, kenapa yang gay ga bisa sebaliknya?&quot; mungkin aja orang yang dulunya &#39;straight&#39; ini baru aja menyadari jati dirinya, baru aja sadar kalo dia itu tidak tertarik terhadap lawan jenisnya. Dan iya, LGBT di Indonesia hidup di bawah tekanan yang cukup besar. Mereka yang dipaksa untuk kembali straight pasti kemungkinan untuk bunuh dirinya bertambah. Intinya, coba terima mereka apa adanya, just because they&#39;re gay doesn&#39;t mean you can bully &#39;em.	
case nya sama kaya atheist community di Indonesia. Mereka cenderung masih &#39;takut&#39; untuk come up ke public, lebih baik sembunyi-sembunyi, karena ada resiko ditendang keluarga, ditinggalin teman dan dibenci oleh sosial. T_T. that hurts.	
si mas yang jualan kenapa dia blg kalo gay gak disiplin................. ._. mnrt gw ga ada hubungan	
Saya seorang muslim dan tentu menentang LGBT karna hal tsb. dilarang di agama saya. Tapi diskriminasi trhdp LGBT itu berlebihan. Jika kita ambil LGBT sebagi dosa, banyak kok dosa yg terkait moralitas yg kita temukan sehari-hari, menginggalkan ibadah misalnya, atau minum alkohol bahkan seks di luar nikah tapi kita fine2 aja berinteraksi dgn mereka sehari2. Justru histeria yg berlebih terhadap LGBT ini, yang mengalihkan logika kita bahwa keberadaan predator kejahatan seksual sekian kali lipatnya kaum LGBT (kalo kalian yang takut LGBT karna hal ini). Untuk teman2 yg mencatut sila ke-1 pancasila memang benar, tapi lantas apakah jika seseorang berbuat dosa harus dihukum oleh negara (dan atau masyarakat), ingat masih ada sila keadilan sosial bagi seluruh rakyat Indonesia. Cuma share opini.	
Jadi gay/lesbian menurut gue sih kecelakaan, bukan karena milih. Tapi yang lebih penting masalah Hak Asasi Alam, misal kalau semuanya berhubungan sesama jenis, maka hasilnya ngga bakal ada keturunan, itu namanya merusak alam. Kita butuh menjaga alam agar tetap seimbang. Jadi kesimpulan yang didapat, kita tau mana yang benar.	
sebel ih nontonnya. sama sama manusia padahal. I&#39;m straight, tapi kalo punya temen yang gay/lesbian, I&#39;m fine dan gak takut juga. kalo misal takut &quot;ketularan&quot; emangnya bisa nular kayak flu? kalo misal dipaksa, diajak buat jadi gay/lesbi ya tinggalin aja gausah temenan, toh ga gay/lesbi aja banyak kok yang otaknya pada miring ngajak nyuri, mabok atau make narkoba. intinya kalo gak sejalan pikiran, moral, nilai, ... gak usah temenan dan bukan malah direndah rendahin. semua orang butuh sandang, pangan, papan, and social life. Human Right called &quot;HUMAN RIGHT&quot; for a reason.	
temen saya juga ada yg gay,lesbian juga ada..sayangnya mereka orang baik&quot;..saya tau betul karena mereka temen saya dari SD..kalo mereka baik kenapa saya harus musuhi ?? tapi kalo mereka ngajak saya untuk ikut&quot;an jadi LGBT juga,HELL NO !!tapi bagusnya mereka tau diri kok..lagi nongkrong juga mereka bawa pasangannya,tapi ya ga mesra&quot;an didepan kita karena mereka juga ngehormatin kita para kaum &quot;lurus&quot;..dan kita sampai sekarang tetap bersahabat nongkrong bareng + ngelawak bareng !! dosa ?? urusan mereka lah..gak nyoba kasih tau mereka ?? udah ! tapi ga ngefek<br><br>so,let them live with their own way	
wow, jadi kamu alumni LIPIA yang terkenal sebagai Ivy-League wahabi di Indonesia. Baru tahu saya..<br>I&#39;m much more interested as to how can you switched from a Salafi/Wahabi Muslim to a relatively liberal Muslims. Because some of my friends from Saudi Arabia are either atheist or liberal. I think this phenomenon of switching from one extreme to another extreme is unique to Salafism.<br>Di Mesir juga ada Salafi terkenal, Ahmad Hussein Harqan yang kini menjadi ateis.	
Indonesia masih jauh lah kalau mau disetarakan dengan peradaban sekarang. Tingkat minat membaca saja masih 0.049% menurut unesco 2015. <br><br>Mayoritas indonesia masih ingin hidup di jaman kitab suci, di jaman 1 buku. Mungkin 100 tahun lagi Indonesia baru bisa maju.	
Hahahaha aku dulu islam keras , jidat dari atas sampe bawah hitam2 kadang keliatan matanya kadang ngga . Kamu lucu banget sasha . LGBT ? Saya pribadi tidak membenci orang2 seperti ini , tapi bukan berarti saya menyetujui . Bagi saya lakukan apa yg ingin kamu lakukan asalkan ga mengganggu org skitar dan kamu sadar itu salah . Jangan sampai ada kebencian di antara kita .	
menurutku ada kesalahan teknis waktu &quot;diciptakan&quot;, karena di animal kingdom homosexual (LGB) behavior itu biasa, dan banyak ditemukan. <br>Jadi kalau mau omong manusia salahin &quot;kodrat&quot; itu sepertinya lucu bikin ketawa hahaha<br>😂✌️	
ini Orang Kayanya Antek Feminisme	
I also have a lesbian friend. Aku berteman baik ko. Sebenarnya cewe yang lesbian awalnya normal . Cuma mereka ada trauma dalam sebuah hubungan pacar prianya. Akhirnya dia memutuskan untuk tidak mempercayai seseorang pria lagi.	
Sorry...im transgender apart of lgbtq jangan anggap semua yg di wawancara di Jakarta mewakili Indonesia... coba cek luar Jakarta,solo,Jogja,Medan,Bali dsb<br>Alhamdulillah Kami di terima kok<br>Yg ga terima keberadaan kita ayo bertemu kita ngobrol yuk	
aku malah mau cuy punya temen gay biar ada pengalaman aja gitu temenan sm yang gay😅	
Indonesia emng beragam suku bangsa dan bahasa.. Tapi gak pernah tu denger beragam gender dan orientasi.. <br>Lgbt not a love..it&#39;s just a lust.. <br>Dan banyak yang bilang &quot;lgbt kan juga manusia&quot; pfft bitch please.. Manusia makan tai sama lgbt gak ada bedanya, MANUSIA sih IYA, dan TIDAK melakukan kriminal juga, tapi apa? Tapi mereka <b>Mengganggu</b> Karna apa? GAK NORMAL!! Gak normal secara sex orientasi itu menjijikan.. Bedakan dengan gak normal fisik atau cacat fisik.. Get it? <br><br>Mau reply? <br>C&#39;mon dick sucker	
&quot;...people in my online community maybe cenderung lebih open minded..&quot;<br>Me: apakah menurut kamu orang yang tidak pro lgbt itu cenderung close minded ?	
gw kalo justru pingin temen gay. gak ribet. lucu malah :)<br>trus kalo punya anak lgbt, ena lah. gak hamil luar nikah. ya anak cewek jaman skarang? malem keluar luar, jadi geng motor, hamil luar nikah.	
Aneh gw liat orang indonesia ngedukung LGBT	
Yang dihindarin itu GAY yang menular, gada orang yang mau penyakit mental mu, ya kita terima kamu, tapi ada batas nya🙏👌	
Ya itu urusan dia ngapain bawa tuhan	
Apa ada fujo yg nyasar kesini?wkwk	
Gw akuin gw gay, dan itu nyiksa banget di saat teman teman lu bicarain soal kriteria cewek yg bagus buat di jadiin pacar or istri sedankan lo yg gay? Cuma bisa ngayal soal masa depan lo, gimana kelangsungan hidup yg cuma bisa naksir batangan juga, terus lo yg pengen berubah tapi susah banget, kami juga sering merenung nasib kami pada malam hari sebelum tidur, yg endingnya cuma bisa buat sesak bahkan sampai ngeluarin air mata, belum lagi mikirin pendapat orang orang sekitar tentang kami, yg terpenting pendapat org tua, apakah Mereka akan kecewa atau tidak yg pasti jawaban nya adalah &#39;ya&#39; tapi after all percayalah kami mencoba kembali ke kodrat kami yaitu seorang lelaki yang harus menyukai lawan jenis bukan sesama jenis:)	
Saya tidak menyukai lgbt, tapi jujur teman2 di lingkungan saya lgbt. Sebenernya ngebela atau nyalahin mereka juga ga ada gunanya ya. Saya cuma berharap kalau dia punya agama ya semoga dia tidak menyalahi kodrat, Kalau di luar agama ya itu hidup mereka atau pilihan mereka. Open minded bukan berarti anda harus &quot;pro&quot;, i think open minded is dimana kamu &quot;anti&quot; but ga mengganggu mereka atau berusaha menjelekkan mereka:) thanks.	
Kalau anda setuju dengan LGBT berarti anda harus siap mempunyai keturunan,cucu masa depan LGBT , dan siap siap kalian kena musibah yg harus ditanggung karna mereka	
saya mengapresiasi keberadaan LGBT dan bagi gue mereka sama kaya gue yang heterosexual. cuman kita saling menghargai satu sama lain.	
knp sih msh byk komentar yg pemikiran sempit kan udh dksh warning 😌	
Aku sih ga setuju dengan LGBTQ+ karena ya menyimpang dari agama. Tapi dengan cara orang2 yang memperlakukan kaum tersebut, dihina dan lain sebagainya, menurut aku ga merubah apapun. Malah mereka semakin jauh sama agama karena merasa dibenci. Banyak yang berpikiran orang LGBTQ+ ga perlu ibadah karena pasti masuk neraka. Waduh, menurutku itu salah besar. Justru orang2 seperti ini harus di-(apa ya bahasa indonesianya aku ga tau)encourage(?) lah utk jadi lebih relijius, bukan malah dimaki habis2an. Siapa tahu bisa sembuh? Banyak dari mereka yang pengen sembuh tapi ga bisa entah apa masalahnya. Kalo masalah ga mau nerima anak gay ya, coba misal anaknya cacat, masa ga mau terima? Kalau saya sih terima, cuma dididik aja. Kalau toh bisa jadi normal alhamdulillah, kalau tidak ya dididik aja biar agamanya lebih kuat lagi. Ga mungkin Tuhan ga memberi kesempatan makhluk-Nya utk masuk surga. Tidak perlu dibuang. Masalah hak2 LGBTQ+, saya pribadi ga mendukung hak2 menikah dll. tapi hak sebagai manusia biasa, saya mendukung. <br><br>Justru kalo di media sosial luar negeri, kebanyakan orang yang homofobic di barat sana juga benci islam(islamophobic), sedang aktivis2 yang pendukung LGBTQ+ mereka orang2 yang mendukung kebebasan beragama, termasuk islam yang sedang dibenci di sana. Aku pribadi ga terganggu dengan tetangga LGBTQ+. maunya sih mereka ga LGBTQ+, tapi ya kita bisa apa?  Emang ada mereka yg mempengaruhi kita buat ikut komunitasnya, tpi ya ga semua gitu juga kan? Kalo kita menilai mereka dari sebagian orang yang jelek2, sama aja kaya mereka yang menanggap islam itu teroris dong? Di barat sana kan juga banyak yang nuduh muslim ingin menyebar hukum sharia lah, ini lah.<br><br>Intinya, menghina mereka ga menghasilkan apa2, malah jadi tambah buruk. Dan meski aku bukan pendukung LGBTQ+, aku juga nyadar kalo mereka yang mendukung belum tentu LGBTQ+😂	
&quot;bersedia, karena mereka juga manusia&quot; 👏👏👏🙏 Respect banget gilaa..	
@sacha: menurut saya, okelah jika saya memiliki teman seorang gay atau pun lesbian, tetapi bukan berarti saya sebagai seorang teman tidak berusaha menasehati mereka untuk kembali, dan malah membiarkan mereka, saya kira semua muslim tau bahwa sebagai seorang muslim jika melihat sesuatu yg tidak di benar kan menurut agama islam, maka mereka Wajib mengingkari: baik dengan tindakan ataupun dengan pengingkaran di dalam hati. jika kita membiarkan maka kita seperti mengabaikan hukum islam itu sendiri.<br><br>seingat saya kisah nabi Lut &#39;Alaihi Salam di dalam Al-Qur&#39;an dapat kita ambil sebagai pelajaran, Nabi Lut AS mencoba untuk berinteraksi dengan baik kepada org gay maupun lesbian, dan Beliau mencoba untuk merubah orientasi seksual mereka, tetapi kaum Nabi Lut AS mengingkari hal tersebut.<br><br>Jadi jika kita seorang muslim yg baik yg memiliki seorang tetangga ataupun teman gay maupun lesbian, kita harus berusaha mengembalikan mereka, bukan mendiamkannya.<br><br>mungkin ini pendapat saya sebagai seorang muslim.	
My opinion. Ya berSelagi tidak mengganggu masyarakat , karna LGBT udh dari sifat dia sendiri bawaan hormon seksual	
Saya sering ketemu sama LGBT dan bahkan bersahabat sama mereka. Cuma kalo soal anak saya yg LGBT, wah maaf banget saya ga akan pernah terima. Selain di dalam agama saya ga ada itu ceritanya LGBT. Lagipula, kita ada di dunia karna 9 bulan di rahim ibu which is itu perempuan bukan dari rahim laki2. Boy over boy or girl over girl isn&#39;t right thing. It&#39;s tottaly wrong and nyalahin aturan+norma dalam kehidupan yg udah dicreate Tuhan. Bagi orang tua yg punya anak, semoga kalian bisa mendidik dan menanamkan nilai-nilai moral dan agama yg bener sama anak kalian. Karna itu titipan Tuhan, jadi ga bisa terserah si anak. Sebagai orang tua kita wajib ingetin kasih tau dan bahkan marahin anak kita kalau anak kita salah. Thanks :)	
